Year_1,Year_2,Interval,Fire_ID_1,Fire_ID_2,Fire_Name_1,Fire_Name_2,Ig_Day_1,Ig_Day_2,area_ha,Polygon_ID,prp_forest,FRG_1,FRG_2,FRG_3,FRG_4,FRG_5,FRG_max5,FRG_max4,Ecoregion,N_Rockies,Reburn_Polygon_ID,Reburn_Order,SDC
2012,2020,8,OR4473312173020120804,OR4472312167920200817,WATERFALLS 2,LIONSHEAD,217,230,4967.267005420432,1,0.954181317287128,0.02285736018407591,0,0.9027135984178599,5.894993059121076e-4,0.07383954209215206,3,Mixed,Cascades,Pacific Northwest,OR4473312173020120804_OR4472312167920200817_1,Fire_1,0.0038803562133894786
2012,2020,8,OR4473312173020120804,OR4472312167920200817,WATERFALLS 2,LIONSHEAD,217,230,4967.267005420432,1,0.954181317287128,0.02285736018407591,0,0.9027135984178599,5.894993059121076e-4,0.07383954209215206,3,Mixed,Cascades,Pacific Northwest,OR4473312173020120804_OR4472312167920200817_1,Both,0.003860535718028475
1987,2012,25,CA4189812322019870830,CA4188812325320120805,FORT COPPER,FORT COMPLEX,242,218,9284.161449441675,1,0.8016865367839489,0.9992261185006046,0,0,0,7.73881499395405e-4,1,Low,Klamath Mountains,Pacific Northwest,CA4189812322019870830_CA4188812325320120805_1,Fire_1,0.005388871856605975
1987,2012,25,CA4189812322019870830,CA4188812325320120805,FORT COPPER,FORT COMPLEX,242,218,9284.161449441675,1,0.8016865367839489,0.9992261185006046,0,0,0,7.73881499395405e-4,1,Low,Klamath Mountains,Pacific Northwest,CA4189812322019870830_CA4188812325320120805_1,Both,0.004824013286031816
2012,2020,8,CA3986612313320120818,CA3966012280920200817,NORTH PASS,AUGUST COMPLEX,231,230,7832.859047371359,1,0.8103066018770606,0.9883269034381028,0,0,0.004935890162260297,0.0067372063996369,1,Low,Klamath Mountains,Pacific Northwest,CA3986612313320120818_CA3966012280920200817_1,Fire_1,0.00622410912240484
2012,2020,8,CA3986612313320120818,CA3966012280920200817,NORTH PASS,AUGUST COMPLEX,231,230,7832.859047371359,1,0.8103066018770606,0.9883269034381028,0,0,0.004935890162260297,0.0067372063996369,1,Low,Klamath Mountains,Pacific Northwest,CA3986612313320120818_CA3966012280920200817_1,Both,0.006143662899124522
2012,2020,8,CA3986612313320120818,CA3966012280920200817,NORTH PASS,AUGUST COMPLEX,231,230,3232.5235127266824,2,0.7934885534451067,0.9868725868725868,0,0,0.005335205335205335,0.007792207792207792,1,Low,Klamath Mountains,Pacific Northwest,CA3986612313320120818_CA3966012280920200817_2,Fire_1,0.004232948347616933
2012,2020,8,CA3986612313320120818,CA3966012280920200817,NORTH PASS,AUGUST COMPLEX,231,230,3232.5235127266824,2,0.7934885534451067,0.9868725868725868,0,0,0.005335205335205335,0.007792207792207792,1,Low,Klamath Mountains,Pacific Northwest,CA3986612313320120818_CA3966012280920200817_2,Both,0.004419515393190199
2012,2018,6,CA3931912270720120707,CA3924012311020180727,MILL,RANCH,189,208,6537.855211385782,1,0.7190658478147118,0.9355227882037533,0,0,0.06447721179624664,0,1,Low,Klamath Mountains,Pacific Northwest,CA3931912270720120707_CA3924012311020180727_1,Fire_1,0.0030185055713715615
2012,2018,6,CA3931912270720120707,CA3924012311020180727,MILL,RANCH,189,208,6537.855211385782,1,0.7190658478147118,0.9355227882037533,0,0,0.06447721179624664,0,1,Low,Klamath Mountains,Pacific Northwest,CA3931912270720120707_CA3924012311020180727_1,Both,0.0030795896920028758
1988,2012,24,ID4624611454319880814,ID4631911465120120808,FOOTSTOOL,CEDAR,227,221,1062.2269625930412,1,0.7708121827411167,0.005158599495115794,0,0.5006036658983646,0.49281088793765776,0.0014268466688618154,3,Mixed,Idaho Batholith,Northern Rockies,ID4624611454319880814_ID4631911465120120808_1,Fire_1,0.004287264988635695
1988,2012,24,ID4624611454319880814,ID4631911465120120808,FOOTSTOOL,CEDAR,227,221,1062.2269625930412,1,0.7708121827411167,0.005158599495115794,0,0.5006036658983646,0.49281088793765776,0.0014268466688618154,3,Mixed,Idaho Batholith,Northern Rockies,ID4624611454319880814_ID4631911465120120808_1,Both,0.0042256555693685185
1988,2012,24,ID4565911500219880824,ID4569811508120120809,LADDER CAMP,PORCUPINE COMPLEX,237,222,2135.5642862927234,1,0.719118638355241,0.22505419816019218,0.008378742602683542,0.5659459776176247,0.1988047108454913,0.0018163707740083202,3,Mixed,Idaho Batholith,Northern Rockies,ID4565911500219880824_ID4569811508120120809_1,Fire_1,0.006419729497716363
1988,2012,24,ID4565911500219880824,ID4569811508120120809,LADDER CAMP,PORCUPINE COMPLEX,237,222,2135.5642862927234,1,0.719118638355241,0.22505419816019218,0.008378742602683542,0.5659459776176247,0.1988047108454913,0.0018163707740083202,3,Mixed,Idaho Batholith,Northern Rockies,ID4565911500219880824_ID4569811508120120809_1,Both,0.005068270514337145
2005,2012,7,ID4570211495320050808,ID4569811508120120809,BURNT STRIP MOUNTAIN,PORCUPINE COMPLEX,220,222,1253.1830271914787,1,0.9546925566343042,3.766762091306313e-4,0,0.1964743106825373,0.8026970016573753,4.5201145095675755e-4,4,High,Idaho Batholith,Northern Rockies,ID4570211495320050808_ID4569811508120120809_1,Fire_1,0.006161995125051071
2005,2012,7,ID4570211495320050808,ID4569811508120120809,BURNT STRIP MOUNTAIN,PORCUPINE COMPLEX,220,222,1253.1830271914787,1,0.9546925566343042,3.766762091306313e-4,0,0.1964743106825373,0.8026970016573753,4.5201145095675755e-4,4,High,Idaho Batholith,Northern Rockies,ID4570211495320050808_ID4569811508120120809_1,Both,0.005523435984928393
2003,2012,9,ID4604911480020030821,ID4606011473320120728,CAYUSE LAKE COMPLEX (PETTIBONE CREEK),PETTIBONE,233,210,1882.647534155868,1,0.6710809389491801,0.5995720399429386,0.003566333808844508,0.33259629101283883,0.043937232524964336,0.020328102710413694,1,Low,Idaho Batholith,Northern Rockies,ID4604911480020030821_ID4606011473320120728_1,Fire_1,0.015370131527690152
2003,2012,9,ID4604911480020030821,ID4606011473320120728,CAYUSE LAKE COMPLEX (PETTIBONE CREEK),PETTIBONE,233,210,1882.647534155868,1,0.6710809389491801,0.5995720399429386,0.003566333808844508,0.33259629101283883,0.043937232524964336,0.020328102710413694,1,Low,Idaho Batholith,Northern Rockies,ID4604911480020030821_ID4606011473320120728_1,Both,0.015530910445842086
1985,2012,27,ID4537211447019850720,ID4542411459020120730,BUTTE,MUSTANG COMPLEX,201,212,10973.266859364963,1,0.5839806422507485,0.5019807821982468,0.015185996853225444,0.3653208586199146,0.11175264104293099,0.005759721285682176,1,Low,Idaho Batholith,Northern Rockies,ID4537211447019850720_ID4542411459020120730_1,Fire_1,0.0031235262624044135
1985,2012,27,ID4537211447019850720,ID4542411459020120730,BUTTE,MUSTANG COMPLEX,201,212,10973.266859364963,1,0.5839806422507485,0.5019807821982468,0.015185996853225444,0.3653208586199146,0.11175264104293099,0.005759721285682176,1,Low,Idaho Batholith,Northern Rockies,ID4537211447019850720_ID4542411459020120730_1,Both,0.0023991115784346784
1996,2012,16,ID4557011468119960723,ID4542411459020120730,SWET-WARRIOR COMPLEX  (SWET CREEK),MUSTANG COMPLEX,205,212,8223.84198411559,1,0.8895953251187324,0.49293279698859654,0.018144690064090734,0.23752936979493425,0.24267139043682573,0.008721752715552767,1,Low,Idaho Batholith,Northern Rockies,ID4557011468119960723_ID4542411459020120730_1,Fire_1,0.003716687642250492
1996,2012,16,ID4557011468119960723,ID4542411459020120730,SWET-WARRIOR COMPLEX  (SWET CREEK),MUSTANG COMPLEX,205,212,8223.84198411559,1,0.8895953251187324,0.49293279698859654,0.018144690064090734,0.23752936979493425,0.24267139043682573,0.008721752715552767,1,Low,Idaho Batholith,Northern Rockies,ID4557011468119960723_ID4542411459020120730_1,Both,0.00340938217212908
1998,2012,14,ID4541611481219980807,ID4542411459020120730,MAIN SALMON COMPLEX (RAINIER),MUSTANG COMPLEX,219,212,2803.3180317637257,1,0.6506963609524421,0.8282514308269193,0.0026149595421353857,0.13726070653246497,0.02975133214920071,0.002121570949279653,1,Low,Idaho Batholith,Northern Rockies,ID4541611481219980807_ID4542411459020120730_1,Fire_1,0.012450037683481
1998,2012,14,ID4541611481219980807,ID4542411459020120730,MAIN SALMON COMPLEX (RAINIER),MUSTANG COMPLEX,219,212,2803.3180317637257,1,0.6506963609524421,0.8282514308269193,0.0026149595421353857,0.13726070653246497,0.02975133214920071,0.002121570949279653,1,Low,Idaho Batholith,Northern Rockies,ID4541611481219980807_ID4542411459020120730_1,Both,0.007913461180438152
1998,2012,14,ID4536811434319980816,ID4542411459020120730,NORTH FORK COMPLEX (SHEEPEATER),MUSTANG COMPLEX,228,212,2119.5228835393405,1,0.5566791298436438,0.6833066178154339,0.008625295778948171,0.12915044653079918,0.16701015189680177,0.011907487978016945,1,Low,Idaho Batholith,Northern Rockies,ID4536811434319980816_ID4542411459020120730_1,Fire_1,0.008686916576924015
1998,2012,14,ID4536811434319980816,ID4542411459020120730,NORTH FORK COMPLEX (SHEEPEATER),MUSTANG COMPLEX,228,212,2119.5228835393405,1,0.5566791298436438,0.6833066178154339,0.008625295778948171,0.12915044653079918,0.16701015189680177,0.011907487978016945,1,Low,Idaho Batholith,Northern Rockies,ID4536811434319980816_ID4542411459020120730_1,Both,0.008475807918667002
2000,2012,12,ID4557311483220000731,ID4542411459020120730,WILDERNESS COMPLEX (HAMILTON),MUSTANG COMPLEX,213,212,4401.515781630626,1,0.9493549244515325,0.22432141318397242,0.0046962516156828955,0.503037483843171,0.26497199482981476,0.002972856527358897,3,Mixed,Idaho Batholith,Northern Rockies,ID4557311483220000731_ID4542411459020120730_1,Fire_1,0.00443578589472552
2000,2012,12,ID4557311483220000731,ID4542411459020120730,WILDERNESS COMPLEX (HAMILTON),MUSTANG COMPLEX,213,212,4401.515781630626,1,0.9493549244515325,0.22432141318397242,0.0046962516156828955,0.503037483843171,0.26497199482981476,0.002972856527358897,3,Mixed,Idaho Batholith,Northern Rockies,ID4557311483220000731_ID4542411459020120730_1,Both,0.00398687941214777
2000,2012,12,ID4550511424720000817,ID4542411459020120730,MARLIN SPRINGS (MARLIN SPRINGS),MUSTANG COMPLEX,230,212,1427.4709193533006,1,0.9894770006301197,0.1605425714831561,3.1841049480990896e-4,0.5591925109851621,0.27943705024517607,5.094567916958543e-4,3,Mixed,Idaho Batholith,Northern Rockies,ID4550511424720000817_ID4542411459020120730_1,Fire_1,0.0031145675449547323
2000,2012,12,ID4550511424720000817,ID4542411459020120730,MARLIN SPRINGS (MARLIN SPRINGS),MUSTANG COMPLEX,230,212,1427.4709193533006,1,0.9894770006301197,0.1605425714831561,3.1841049480990896e-4,0.5591925109851621,0.27943705024517607,5.094567916958543e-4,3,Mixed,Idaho Batholith,Northern Rockies,ID4550511424720000817_ID4542411459020120730_1,Both,0.0037562752966909547
2000,2012,12,ID4551811500220000731,ID4542411459020120730,CANYON II,MUSTANG COMPLEX,213,212,3501.4923410412857,1,0.6789863267194407,0.8749621441550576,0.004807692307692308,0.08362356147789218,0.03380526953361599,0.0028013325257419744,1,Low,Idaho Batholith,Northern Rockies,ID4551811500220000731_ID4542411459020120730_1,Fire_1,0.013909090393600271
2000,2012,12,ID4551811500220000731,ID4542411459020120730,CANYON II,MUSTANG COMPLEX,213,212,3501.4923410412857,1,0.6789863267194407,0.8749621441550576,0.004807692307692308,0.08362356147789218,0.03380526953361599,0.0028013325257419744,1,Low,Idaho Batholith,Northern Rockies,ID4551811500220000731_ID4542411459020120730_1,Both,0.011209318645379133
2000,2012,12,ID4546811459920000731,ID4542411459020120730,SALMON CHALLIS WILDERNESS COMPLEX (FILLY),MUSTANG COMPLEX,213,212,1047.7391333077937,1,0.9722437054223597,0.5285487007247658,0,0.3510694714512993,0.11790701785398622,0.002474809969948736,1,Low,Idaho Batholith,Northern Rockies,ID4546811459920000731_ID4542411459020120730_1,Fire_1,0.005382797456744911
2000,2012,12,ID4546811459920000731,ID4542411459020120730,SALMON CHALLIS WILDERNESS COMPLEX (FILLY),MUSTANG COMPLEX,213,212,1047.7391333077937,1,0.9722437054223597,0.5285487007247658,0,0.3510694714512993,0.11790701785398622,0.002474809969948736,1,Low,Idaho Batholith,Northern Rockies,ID4546811459920000731_ID4542411459020120730_1,Both,0.004658557153182181
2000,2012,12,ID4546711474120000805,ID4542411459020120730,SALMON CHALLIS WILDERNESS COMPLEX (PACKER MEADOW),MUSTANG COMPLEX,218,212,1070.3321254240147,1,0.9821728893373697,0.4819349315068493,0,0.24700342465753425,0.26575342465753427,0.005308219178082192,1,Low,Idaho Batholith,Northern Rockies,ID4546711474120000805_ID4542411459020120730_1,Fire_1,0.008076150112296555
2000,2012,12,ID4546711474120000805,ID4542411459020120730,SALMON CHALLIS WILDERNESS COMPLEX (PACKER MEADOW),MUSTANG COMPLEX,218,212,1070.3321254240147,1,0.9821728893373697,0.4819349315068493,0,0.24700342465753425,0.26575342465753427,0.005308219178082192,1,Low,Idaho Batholith,Northern Rockies,ID4546711474120000805_ID4542411459020120730_1,Both,0.005186775239062009
2002,2012,10,ID4544311453220020804,ID4542411459020120730,FRANK CHURCH COMPLEX (LITTLE HORSE),MUSTANG COMPLEX,216,212,2581.8685419724893,1,0.9610652166335529,0.28060502738583193,1.813631252493743e-4,0.6317603104936704,0.08407994486560992,0.003373354129638362,3,Mixed,Idaho Batholith,Northern Rockies,ID4544311453220020804_ID4542411459020120730_1,Fire_1,0.004744479366953295
2002,2012,10,ID4544311453220020804,ID4542411459020120730,FRANK CHURCH COMPLEX (LITTLE HORSE),MUSTANG COMPLEX,216,212,2581.8685419724893,1,0.9610652166335529,0.28060502738583193,1.813631252493743e-4,0.6317603104936704,0.08407994486560992,0.003373354129638362,3,Mixed,Idaho Batholith,Northern Rockies,ID4544311453220020804_ID4542411459020120730_1,Both,0.0032831926251602646
2005,2012,7,ID4550011471520050801,ID4542411459020120730,STRIPE CREEK,MUSTANG COMPLEX,213,212,1068.538011371014,1,0.9808016167059616,0.05915178571428571,0,0.4720123626373626,0.4662603021978022,0.0025755494505494505,3,Mixed,Idaho Batholith,Northern Rockies,ID4550011471520050801_ID4542411459020120730_1,Fire_1,0.006758315319587172
2005,2012,7,ID4550011471520050801,ID4542411459020120730,STRIPE CREEK,MUSTANG COMPLEX,213,212,1068.538011371014,1,0.9808016167059616,0.05915178571428571,0,0.4720123626373626,0.4662603021978022,0.0025755494505494505,3,Mixed,Idaho Batholith,Northern Rockies,ID4550011471520050801_ID4542411459020120730_1,Both,0.004281068647853639
2007,2012,5,ID4568011472320070706,ID4542411459020120730,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN 1),MUSTANG COMPLEX,187,212,1351.7383231066074,1,0.951385189131593,0.0669048619868292,7.005744710662743e-5,0.8121759843071319,0.11958806221101304,0.0012610340479192938,3,Mixed,Idaho Batholith,Northern Rockies,ID4568011472320070706_ID4542411459020120730_1,Fire_1,0.004859857220051657
2007,2012,5,ID4568011472320070706,ID4542411459020120730,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN 1),MUSTANG COMPLEX,187,212,1351.7383231066074,1,0.951385189131593,0.0669048619868292,7.005744710662743e-5,0.8121759843071319,0.11958806221101304,0.0012610340479192938,3,Mixed,Idaho Batholith,Northern Rockies,ID4568011472320070706_ID4542411459020120730_1,Both,0.004908307649816849
2007,2012,5,ID4568011472320070706,ID4542411459020120730,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN 1),MUSTANG COMPLEX,187,212,2994.6079375061818,2,0.913865104401382,0.084375,0,0.7688157894736842,0.14529605263157894,0.0015131578947368421,3,Mixed,Idaho Batholith,Northern Rockies,ID4568011472320070706_ID4542411459020120730_2,Fire_1,0.005394511136483738
2007,2012,5,ID4568011472320070706,ID4542411459020120730,BITTERROOT FIRE USE COMPLEX (MAGRUDER MTN 1),MUSTANG COMPLEX,187,212,2994.6079375061818,2,0.913865104401382,0.084375,0,0.7688157894736842,0.14529605263157894,0.0015131578947368421,3,Mixed,Idaho Batholith,Northern Rockies,ID4568011472320070706_ID4542411459020120730_2,Both,0.0054058241582259844
1994,2012,18,ID4640811494519940802,ID4639911493920120808,POWELL COMPLEX  (FREEZEOUT),FREEZE OUT,214,221,3302.1526445504505,1,0.9845763958906723,0.011513658631092414,0,0.1496775622042014,0.8385596855885528,2.4909357615344167e-4,4,High,Idaho Batholith,Northern Rockies,ID4640811494519940802_ID4639911493920120808_1,Fire_1,0.0046950008410655735
1994,2012,18,ID4640811494519940802,ID4639911493920120808,POWELL COMPLEX  (FREEZEOUT),FREEZE OUT,214,221,3302.1526445504505,1,0.9845763958906723,0.011513658631092414,0,0.1496775622042014,0.8385596855885528,2.4909357615344167e-4,4,High,Idaho Batholith,Northern Rockies,ID4640811494519940802_ID4639911493920120808_1,Both,0.0037226300854094393
2000,2012,12,MT4620711124920000815,MT4617911126920120910,TOSTON-MAUDLOW,BEAN CANYON,228,254,1674.186756939052,1,0.6516618263956114,0.8077748431825685,0.0666061406404754,0.09276989105315285,0.03078573786728293,0.0020633872565203036,1,Low,Middle Rockies,Northern Rockies,MT4620711124920000815_MT4617911126920120910_1,Fire_1,0.00609667800742217
2000,2012,12,MT4620711124920000815,MT4617911126920120910,TOSTON-MAUDLOW,BEAN CANYON,228,254,1674.186756939052,1,0.6516618263956114,0.8077748431825685,0.0666061406404754,0.09276989105315285,0.03078573786728293,0.0020633872565203036,1,Low,Middle Rockies,Northern Rockies,MT4620711124920000815_MT4617911126920120910_1,Both,0.006107131714179433
1998,2012,14,ID4446211511519980823,ID4444511516620120727,LAID LOW,HALSTEAD,235,209,1628.370708116027,1,0.6753915112611366,0.09536315141567502,0.009601969634796882,0.2633565859663521,0.5672548215018466,0.0644234714813295,4,High,Idaho Batholith,Northern Rockies,ID4446211511519980823_ID4444511516620120727_1,Fire_1,0.0060504788200461904
1998,2012,14,ID4446211511519980823,ID4444511516620120727,LAID LOW,HALSTEAD,235,209,1628.370708116027,1,0.6753915112611366,0.09536315141567502,0.009601969634796882,0.2633565859663521,0.5672548215018466,0.0644234714813295,4,High,Idaho Batholith,Northern Rockies,ID4446211511519980823_ID4444511516620120727_1,Both,0.004287121857947006
2012,2019,7,ID4444511516620120727,ID4451711501920190710,HALSTEAD,SHADY,209,191,2695.954852468417,1,0.878235313762816,0.28236233647703074,4.18314572558564e-4,0.37507605719501064,0.3249163370854883,0.017226954669911775,3,Mixed,Idaho Batholith,Northern Rockies,ID4444511516620120727_ID4451711501920190710_1,Fire_1,0.01268866286330357
2012,2019,7,ID4444511516620120727,ID4451711501920190710,HALSTEAD,SHADY,209,191,2695.954852468417,1,0.878235313762816,0.28236233647703074,4.18314572558564e-4,0.37507605719501064,0.3249163370854883,0.017226954669911775,3,Mixed,Idaho Batholith,Northern Rockies,ID4444511516620120727_ID4451711501920190710_1,Both,0.0057000860957851715
