Reburn_ID,Polygon_ID,Reburn_Order,Reburn_Interval,Fire_ID,Year,Ecoregion,N_Rockies,FRG_max4,class,patch_area_mean,patch_area_AW_mean,patch_PARA_mean,patch_PARA_AW_mean,class_total_core_ha,largest_patch_ind,class_area_ha,reburn_area_ha,class_prop
OR4473312173020120804_OR4472312167920200817,1,Both,8,NA,NA,Cascades,Pacific Northwest,Mixed,2,4.971294642857143,91.70687222177321,712.5966968708965,210.51213664161213,36.746954950481246,0.055316132533274866,1113.57,4967.267005420432,0.22418162719757942
OR4473312173020120804_OR4472312167920200817,1,Either,8,NA,NA,Cascades,Pacific Northwest,Mixed,2,33.71835164835165,2596.0211571290292,688.4213899100826,75.94911956511112,1035.4932622605197,0.5677830478857631,3068.37,4967.267005420432,0.6177179516727612
OR4473312173020120804_OR4472312167920200817,1,Fire_1,8,OR4473312173020120804,2012,Cascades,Pacific Northwest,Mixed,2,29.174444444444443,1613.032035266786,593.147806410904,91.58192735905345,671.204895508838,0.39206871663528825,2363.13,4967.267005420432,0.47574048212453274
OR4473312173020120804_OR4472312167920200817,1,Fire_2,8,OR4472312167920200817,2020,Cascades,Pacific Northwest,Mixed,2,13.373602941176472,959.016899896086,654.2522629925871,144.62203308756824,133.40023885032193,0.2644593090257714,1818.8100000000002,4967.267005420432,0.36615909674580804
CA4189812322019870830_CA4188812325320120805,1,Both,25,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,11.331,139.49360770870783,598.8226417775455,142.24600420829677,227.5815498071744,0.026794019185756378,2152.89,9284.161449441675,0.23188847067383442
CA4189812322019870830_CA4188812325320120805,1,Either,25,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,16.064042553191488,870.1518438431278,605.3736688959445,116.66070648070887,702.0915994226775,0.17113661892378548,3775.0499999999997,9284.161449441675,0.4066118432512848
CA4189812322019870830_CA4188812325320120805,1,Fire_1,25,CA4189812322019870830,1987,Klamath Mountains,Pacific Northwest,Low,2,12.715573770491803,277.126040224328,590.9679976434252,131.81202862115643,351.31158614663235,0.06741158083131327,2326.9500000000003,9284.161449441675,0.25063652896082894
CA4189812322019870830_CA4188812325320120805,1,Fire_2,25,CA4188812325320120805,2012,Klamath Mountains,Pacific Northwest,Low,2,16.74879069767442,794.8765651945715,557.9280027443862,122.73291511501004,541.9063328315859,0.15744879146709664,3600.99,9284.161449441675,0.3878637849642903
CA3986612313320120818_CA3966012280920200817,1,Both,8,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,6.271739130434782,54.16207487001733,586.7495239479359,180.98209127671865,63.93077639386288,0.017775118785869688,1298.25,7832.859047371359,0.1657440778837558
CA3986612313320120818_CA3966012280920200817,1,Either,8,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,10.147410358565738,191.01868409893993,599.290085157127,144.38162544169612,312.31683346071515,0.06718236557270851,2547,7832.859047371359,0.3251686242017532
CA3986612313320120818_CA3966012280920200817,1,Fire_1,8,CA3986612313320120818,2012,Klamath Mountains,Pacific Northwest,Low,2,9.360403587443946,88.93820333721382,551.7295167554976,154.98929274637464,217.16389410087498,0.02743825705278398,2087.37,7832.859047371359,0.26648890109933787
CA3986612313320120818_CA3966012280920200817,1,Fire_2,8,CA3966012280920200817,2020,Klamath Mountains,Pacific Northwest,Low,2,8.745671641791045,130.53589494163424,573.4228708649044,159.3282817939791,145.40147287866222,0.03607878021178463,1757.88,7832.859047371359,0.22442380098617115
CA3986612313320120818_CA3966012280920200817,2,Both,8,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,7.789879518072289,83.30827951002227,584.463953599882,184.76243504083146,29.1707056283466,0.05852393625450347,646.5600000000001,3232.5235127266824,0.2000171065900823
CA3986612313320120818_CA3966012280920200817,2,Either,8,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,12.382641509433963,220.06737794843667,672.4450350412947,124.29146096178461,241.30195573206404,0.1404630154157802,1312.56,3232.5235127266824,0.4060480905497995
CA3986612313320120818_CA3966012280920200817,2,Fire_1,8,CA3986612313320120818,2012,Klamath Mountains,Pacific Northwest,Low,2,14.308846153846154,229.33539311345862,572.9428287681183,124.77488374593447,206.83099630526706,0.13998970099317004,1116.09,3232.5235127266824,0.3452689502816829
CA3986612313320120818_CA3966012280920200817,2,Fire_2,8,CA3966012280920200817,2020,Klamath Mountains,Pacific Northwest,Low,2,9.064838709677419,98.86724351446567,600.6870678930186,170.24305184868865,61.59797296754394,0.0653730743699211,843.03,3232.5235127266824,0.26079624685819885
CA3931912270720120707_CA3924012311020180727,1,Both,6,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,5.731122994652407,43.27065166274773,643.4890103376243,209.94289553241518,34.693871102197825,0.023911511488928165,1071.72,6537.855211385782,0.1639253188314085
CA3931912270720120707_CA3924012311020180727,1,Either,6,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,61.58723684210527,1523.165532524468,724.8986370091102,64.17084879599541,1823.1366623339516,0.35337276909659526,4680.63,6537.855211385782,0.7159274484770795
CA3931912270720120707_CA3924012311020180727,1,Fire_1,6,CA3931912270720120707,2012,Klamath Mountains,Pacific Northwest,Low,2,72.32754098360655,1426.5712773856635,591.8991631139204,64.35205961949057,1683.6458833077056,0.33119577139442874,4411.98,6537.855211385782,0.6748359909097503
CA3931912270720120707_CA3924012311020180727,1,Fire_2,6,CA3924012311020180727,2018,Klamath Mountains,Pacific Northwest,Low,2,8.703701298701299,71.46880480762775,579.9106611264087,184.42668815327113,92.67867128912678,0.029225180708689978,1340.37,6537.855211385782,0.20501677639873755
ID4624611454319880814_ID4631911465120120808,1,Both,24,NA,NA,Idaho Batholith,Northern Rockies,Mixed,2,14.646774193548387,182.1372903865213,540.7951845613168,138.75123885034688,25.863457494770095,0.25452187669950904,454.05,1062.2269625930412,0.42745102128795703
ID4624611454319880814_ID4631911465120120808,1,Either,24,NA,NA,Idaho Batholith,Northern Rockies,Mixed,2,47.52529411764706,639.5027548178679,778.7453892457443,75.67487282314062,217.7022859753257,0.6721444899657807,807.9300000000001,1062.2269625930412,0.7606001621609496
ID4624611454319880814_ID4631911465120120808,1,Fire_1,24,ID4624611454319880814,1988,Idaho Batholith,Northern Rockies,Mixed,2,63.7275,633.7882723314111,667.0228666495672,74.69302891216508,198.89542604617782,0.6527418568884878,764.73,1062.2269625930412,0.7199308875884581
ID4624611454319880814_ID4631911465120120808,1,Fire_2,24,ID4631911465120120808,2012,Idaho Batholith,Northern Rockies,Mixed,2,16.575,198.466028959276,562.0627100432281,135.86726998491704,32.56997200703027,0.2756190628839889,497.25,1062.2269625930412,0.4681202958604485
