Fire_ID,Ig_Day,Order,Reburn_Polygon_ID,Year,erc_max_max,erc_max_mean,erc_mean_max,erc_mean_mean,vpd_max_max,vpd_max_mean,vpd_mean_max,vpd_mean_mean,FRG_max4
ID4540111516420000731,213,First,ID4540111516420000731_ID4549311517620150809_1,2000,74.65999603,68.32545833,63.1794014,56.38084561,2.727782011,2.016560813,2.020026922,1.441668147,High
ID4540111516420000731,213,First,ID4540111516420000731_ID4549011522720170729_1,2000,79.345870970000007,70.97050015,69.49893951,60.73468741,2.429876804,2.172998904,1.781175375,1.559719661,High
ID4551811500220000731,213,Second,ID4557911514619880813_ID4551811500220000731_1,2000,78.52861023,72.9426401,69.71088409,61.9572918,3.024375439,2.53971434,2.252888918,1.848298151,Low
ID4540111516420000731,213,Second,ID4538711500819880625_ID4540111516420000731_1,2000,78.19670868,73.85725632,68.24063873,63.16190302,2.589784861,2.397240507,1.910970211,1.747419193,Low
ID4540111516420000731,213,Second,ID4538311527919890728_ID4540111516420000731_1,2000,67.5455246,67.26817104,57.86155319,56.666124430000004,2.151628733,1.972655836,1.522736907,1.383397939,High
ID4551811500220000731,213,Second,ID4552311499419900707_ID4551811500220000731_1,2000,77.04576111,73.35553726,67.54995728,62.26672198,3.080064535,2.687761896,2.270666599,1.971929878,Low
ID4540111516420000731,213,Second,ID4537911512519990802_ID4540111516420000731_1,2000,73.59469604,71.19077825,63.72859955,60.85948313,2.393281221,2.300350338,1.728286505,1.663109126,Low
ID4550511424720000817,230,First,ID4550511424720000817_ID4542411459020120730_1,2000,77.55432129,75.04300658,69.55489349,66.37851214,2.16214323,2.014076873,1.381361365,1.282290827,Mixed
CA4162512353920010915,258,First,CA4162512353920010915_CA4162312355820160607_1,2001,77.70774841,75.96791013,64.65467834,62.48211766,3.28140831,2.965779363,2.062454462,1.832514365,Low
WA4822012015920010709,190,First,WA4822012015920010709_WA4821112010220140714_1,2001,68.70570374,66.14025595,54.64588547,52.04603496,2.700643778,2.52210918,1.514724374,1.386808539,Low
WA4816212046320010812,224,First,WA4816212046320010812_WA4811712037720170831_1,2001,68.78290558,65.23212279,54.34246826,49.67421747,2.651120901,1.946822375,1.306372523,0.923831696,Low
MT4724611327520010913,256,First,MT4724611327520010913_MT4726811348520170724_1,2001,71.79555511,70.51568517,60.80532455,59.17112262,1.793353677,1.709555277,1.026723146,0.984214496,Mixed
MT4775511289820010929,272,Second,MT4781311293519880711_MT4775511289820010929_1,2001,57.20986557,52.54439626,43.17634583,40.47214082,1.966461897,1.89302392,0.77482897,0.741316089,High
ID4545011614520010805,217,First,ID4545011614520010805_ID4520811624820150812_1,2001,79.53544617,75.77025898,64.11415863,59.69454124,3.353343487,3.007412389,2.206121922,1.915335863,Low
WA4879411848120010813,225,First,WA4879411848120010813_WA4875611846220150811_1,2001,63.93896103,60.45433968,50.10843277,46.46808736,2.572235346,2.379710805,1.418681741,1.283105465,Mixed
OR4561911679520010814,226,Second,OR4558711675719860812_OR4561911679520010814_1,2001,82.0561676,80.10567996,68.65259552,67.08466716,3.238597155,3.109175961,2.303114653,2.209711911,Low
CA3939912270520010808,220,First,CA3939912270520010808_CA3924012311020180727_1,2001,87.10657501,84.6376509,81.14069366,78.58611305,3.490154028,2.859848343,2.24379468,1.879904841,Low
MT4865211410120010816,228,Second,MT4871911410119940812_MT4865211410120010816_1,2001,67.00009155,64.68529427,56.62625122,53.92691836,2.38727355,2.231313253,1.665265322,1.542122505,High
ID4544311453220020804,216,First,ID4544311453220020804_ID4542411459020120730_1,2002,69.64006042,69.28031274,55.1007309,54.74203619,1.746792912,1.561479016,1.250418305,1.109896394,Mixed
OR4428811829120020712,193,First,OR4428811829120020712_OR4440811838320160731_1,2002,82.56394958,81.26817181,66.97102356,65.66923671,3.460999966,3.136530272,1.994803905,1.805863465,Low
OR4433311962820020713,194,First,OR4433311962820020713_OR4431411958420150629_1,2002,79.85388947,78.04703116,70.82735443,69.27562047,4.001805305,3.64330878,2.32891345,2.111093441,Low
OR4277812272720020713,194,First,OR4277812272720020713_OR4282612280720180716_1,2002,72.45326996,66.13297642,64.95228577,57.90034326,2.9154686929999998,2.636115627,1.879357457,1.592515928,Low
OR4244112390420020713,194,First,OR4244112390420020713_OR4210312387320150611_1,2002,72.9577713,72.01486075,62.57830048,60.75177385,2.742452383,2.723078123,1.839944243,1.80786092,Low
OR4244112390420020713,194,First,OR4244112390420020713_OR4236212410720150802_1,2002,70.84411621,67.66453258,57.89609146,55.14713292,2.89799118,2.702604032,1.900406003,1.757617263,Low
OR4244112390420020713,194,First,OR4244112390420020713_OR4229712395420170712_1,2002,72.87337494,66.90943946,61.26014709,54.39821435,3.043407917,2.614852248,1.990375876,1.670166301,Low
OR4244112390420020713,194,First,OR4244112390420020713_OR4237012386020180716_1,2002,70.80661011,67.15185054,58.920646669999996,55.371610509999996,3.13597393,2.62707866,2.093689919,1.712261401,Low
OR4244112390420020713,194,First,OR4244112390420020713_OR4237012386020180716_2,2002,69.24058533,63.55351087,58.4133606,51.75470438,2.784267664,2.206257225,1.946433425,1.375040897,Low
OR4244112390420020713,194,First,OR4244112390420020713_OR4237012386020180716_3,2002,77.4382782,72.89626005,69.79669189,62.62066531,3.282690525,2.851732618,2.144714832,1.84409889,Low
OR4244112390420020713,194,Second,OR4236212395219870830_OR4244112390420020713_1,2002,73.29161072,69.1209011,61.33679962,56.59811568,3.144682169,2.679854694,2.068711758,1.727436758,Low
OR4328712265220020816,228,Second,OR4328212264819870830_OR4328712265220020816_1,2002,70.83473969,70.37865027,60.66489792,59.32292857,2.919085026,2.898342371,1.581544161,1.565047465,Mixed
WA4889812049420020817,229,First,WA4889812049420020817_WA4885512041420170723_1,2002,69.89137268,67.09133624,61.217556,58.64737631,1.496310711,1.373715348,0.97558248,0.88461288,Mixed
WA4896412045520020817,229,First,WA4896412045520020817_WA4885512041420170723_1,2002,70.5759201,65.75025371,61.95413208,57.93557064,1.381055951,1.318680836,0.865206003,0.84310639,Mixed
CA3950412282120030903,246,First,CA3950412282120030903_CA3924012311020180727_1,2003,83.87479401,74.52829854,76.57383728,64.83933782,2.515473366,2.450669825,1.758385062,1.707420753,Low
CA3963412282820030928,271,First,CA3963412282820030928_CA3966012280920200817_1,2003,94.66973877,91.89640981,84.91078186,81.16509595,2.722203493,2.620698545,1.644649982,1.579747017,Low
ID4604911480020030821,233,First,ID4604911480020030821_ID4606011473320120728_1,2003,74.28905487,72.41303549,62.5006485,61.14453802,3.115501881,2.835355032,2.110548735,1.911398031,Low
OR4399212254720030713,194,First,OR4399212254720030713_OR4400312257520170811_1,2003,64.03232574,63.10208535,55.03961182,53.98881416,2.740765333,2.692089432,1.588896155,1.560998962,High
MT4780811332820030806,218,First,MT4780811332820030806_MT4784711358920150812_1,2003,77.66729736,76.28226343,65.63119507,64.40113749,2.526982784,2.243454216,1.729845643,1.533259925,High
ID4599911526820030715,196,First,ID4599911526820030715_ID4606811540520150815_1,2003,78.56253815,76.68352161,64.12400055,60.92158197,3.121121407,2.85142041,2.159867764,1.9623026,Mixed
MT4856111405520030723,204,First,MT4856111405520030723_MT4864311391620180811_1,2003,81.57120514,80.4110598,71.11672211,69.09161292,2.819856882,2.504608941,2.081065178,1.849547554,High
MT4870811400920030716,197,Second,MT4871911410119940812_MT4870811400920030716_1,2003,79.89733124,79.10530189,64.3531189,62.49710652,2.558094501,2.346904376,1.819181561,1.660933235,High
ID4555111522320030809,221,Second,ID4557911514619880813_ID4555111522320030809_1,2003,78.86573792,75.2276543,65.4106369,61.79669011,3.285457373,2.826133959,2.336904049,2.004565007,Low
ID4555111522320030809,221,Second,ID4554211520319880906_ID4555111522320030809_1,2003,79.02361298,75.34004783,64.83231354,62.04739661,3.111788988,2.746887684,2.229901552,1.977375318,Mixed
MT4760011331820030718,199,Second,MT4755711337219850629_MT4760011331820030718_1,2003,80.17002869,75.99344482,64.94244385,59.23367247,2.755303621,2.35663592,1.906241298,1.607182841,High
OR4451112177120030819,231,First,OR4451112177120030819_OR4472312167920200817_1,2003,68.28069305,63.53155809,55.95048141,49.89311438,2.788189173,2.24476035,1.533757925,1.134749883,Mixed
OR4451112177120030819,231,Second,OR4457412175119870901_OR4451112177120030819_1,2003,67.29574585,66.3114313,54.8914566,53.59976464,2.802237511,2.516228623,1.575035214,1.368253175,Mixed
OR4294312309320040820,233,Second,OR4291712307519870715_OR4294312309320040820_1,2004,69.38642883,68.46234405,57.11484146,56.15914112,2.920171976,2.818763541,1.826493025,1.746776685,Low
CA4074012270320040814,227,First,CA4074012270320040814_CA4065012263020180723_1,2004,84.07526398,81.45895228,74.99266052,71.24765162,3.687503099,3.363108905,2.365430832,2.143291514,Low
ID4539911656820050806,218,Second,ID4535711661519860811_ID4539911656820050806_1,2005,88.27457428,86.74269746,81.79385376,80.04038212,3.52757144,3.007837374,2.628238678,2.225116715,Low
ID4523011471220050806,218,Second,ID4519911475819880824_ID4523011471220050806_1,2005,81.82748413,77.71665053,72.66404724,67.73820656,3.086697102,2.676734107,2.237997532,1.915025969,Low
ID4539911656820050806,218,Second,ID4546611650219960814_ID4539911656820050806_1,2005,88.76572418,87.04122796,81.50984192,79.49517915,3.756571531,3.026746505,2.816771746,2.233699595,Low
ID4524911525120050807,219,Second,ID4529711522619860811_ID4524911525120050807_1,2005,72.55944824,68.37791801,63.01994705,59.26911087,2.119734526,1.926179078,1.465319633,1.314250983,Mixed
ID4570211495320050808,220,First,ID4570211495320050808_ID4569811508120120809_1,2005,65.19029999,64.05190161,56.05342865,54.98072682,2.190653563,1.872850085,1.54074657,1.309028884,High
ID4550011471520050801,213,First,ID4550011471520050801_ID4542411459020120730_1,2005,68.26138306,64.19373835,56.68930054,53.90313042,2.019869566,1.836405532,1.45242548,1.303121503,Mixed
ID4543911498720050801,213,Second,ID4543811494219860812_ID4543911498720050801_1,2005,74.00734711,72.97163294,62.94702911,61.15547194,3.112740278,2.867768907,2.256307364,2.079910237,Low
OR4431412180120060805,217,First,OR4431412180120060805_OR4435412173920070830_1,2006,69.33728027,65.09370049,61.65189743,57.36112596,2.464403629,2.256504026,1.397237301,1.25500867,Mixed
ID4495511537120060806,218,First,ID4495511537120060806_ID4475011554820070717_1,2006,76.36789703,74.72229237,67.51486206,66.10908614,2.211281776,2.168702286,1.466154814,1.448654953,High
WA4897812059620060822,234,First,WA4897812059620060822_WA4885512041420170723_1,2006,71.63546753,67.91647952,63.07434464,58.99133175,1.867033362,1.775917129,1.043652892,1.013430363,Low
MT4559210981020060822,234,Second,MT4557410993319901005_MT4559210981020060822_1,2006,78.58886719,76.10660052,64.42455292,61.4196572,2.36422205,2.182417597,1.676163554,1.54220538,Mixed
MT4559210981020060822,234,Second,MT4566410972219991216_MT4559210981020060822_1,2006,83.96479034,83.26263473,70.5789566,70.37398693,2.888550758,2.782473813,1.967876554,1.898693856,High
WA4811112069920060706,187,First,WA4811112069920060706_WA4822612066620150629_1,2006,65.79254913,63.46308919,49.15811157,47.70687007,1.880093932,1.736360097,1.071547627,0.966442808,Mixed
ID4451811531020060807,219,Second,ID4448411541019870804_ID4451811531020060807_1,2006,80.96795654,79.17872921,70.92649841,67.71404697,2.42204833,2.092729948,1.642022014,1.424424739,High
ID4513411480420060707,188,Second,ID4519911475819880824_ID4513411480420060707_1,2006,79.98065186,74.90039969,64.75175476,57.81742247,2.916288137,2.498889747,2.012704849,1.72180066,Low
CA4141412317720060723,204,First,CA4141412317720060723_CA4143512316220170626_1,2006,71.56560516,71.34052936,63.25647736,63.20800136,2.520844936,2.44443699,1.737036109,1.676755113,Low
OR4427112168020060723,204,First,OR4427112168020060723_OR4425712174320170811_1,2006,67.01886749,63.40349304,57.99015427,53.96046853,2.902018547,2.443769801,1.64964211,1.364913558,Mixed
CA4160912335520060723,204,Second,CA4163812338919870830_CA4160912335520060723_1,2006,77.40483856,71.1644766,70.89826965,63.78656291,3.231943607,2.534523898,2.146870375,1.720439672,Low
ID4550511588320060816,228,First,ID4550511588320060816_ID4554811595020170801_1,2006,78.48774719,75.16288434,69.29724884,63.74198927,2.517147064,2.158937127,1.674397945,1.415399834,Low
CA3966212292720060724,205,First,CA3966212292720060724_CA3966012280920200817_1,2006,85.27200317,82.83735771,79.15306854,76.63896074,3.252049685,3.041404442,2.289455652,2.131291153,Low
CA4142612330620060724,205,Second,CA4141212331619870830_CA4142612330620060724_1,2006,77.88286591,75.43269736,71.19593811,68.34432487,3.48171258,3.124009267,2.41316247,2.158773863,Low
CA4095112320220060902,245,First,CA4095112320220060902_CA4119412345820200727_1,2006,82.4498291,80.804483,75.82736206,73.62511631,3.135151863,2.906408761,2.194894314,1.969290871,Low
CA4095112320220060902,245,Second,CA4080812321419850726_CA4095112320220060902_1,2006,83.10986328,81.00199996,77.33106232,74.38193871,2.998311758,2.798707936,2.125878096,1.944855012,Low
CA4095112320220060902,245,Second,CA4105412315719870830_CA4095112320220060902_1,2006,79.88504791,78.61587679,74.68313599,71.89883428,2.614758015,2.415329184,1.76311028,1.599500007,Low
OR4259112058820070315,74,First,OR4259112058820070315_OR4257212055720200908_1,2007,41.13703537,39.76023962,28.35838318,26.8688075,1.148092508,1.122417312,0.57469207,0.560202819,Mixed
OR4468212159620070712,193,First,OR4468212159620070712_OR4472312167920200817_1,2007,64.49117279,63.39690156,52.60882568,51.5352406,2.406667709,2.157851348,1.338891387,1.237147844,Mixed
WA4814412059320070805,217,First,WA4814412059320070805_WA4822612066620150629_1,2007,77.4703598,74.06358847,69.81684875,66.46268594,2.823276281,2.24194467,1.692829013,1.346599011,Low
ID4554811559420070713,194,Second,ID4543311548219850715_ID4554811559420070713_1,2007,77.05986786,73.63427587,69.50958252,65.56885198,3.493551254,2.980323894,2.547535658,2.143866579,Low
ID4554811559420070713,194,Second,ID4546711572619920818_ID4554811559420070713_1,2007,75.17923737,72.00740673,67.76087952,63.64263946,3.280668497,2.863320578,2.367822409,2.046207456,Low
ID4554811559420070713,194,Second,ID4549611561419920820_ID4554811559420070713_1,2007,74.38880157,69.66590693,66.34771729,60.47158019,3.180984497,2.594906257,2.286427736,1.844675374,Low
ID4528611446020070713,194,Second,ID4519911434120000710_ID4528611446020070713_1,2007,82.20343018,79.63948563,74.48162079,71.15881672,3.563250065,3.192878791,2.633240461,2.339274289,Low
OR4435412173920070830,242,Second,OR4431412180120060805_OR4435412173920070830_1,2007,64.39379883,62.01061978,48.8186264,46.1139071,1.887474656,1.733581272,1.017522693,0.92028382,Mixed
MT4797011293420070628,179,First,MT4797011293420070628_MT4795711307120170816_1,2007,63.10122681,62.40627079,42.83597183,42.36221997,2.023967266,1.980396533,1.088422418,1.068303389,High
MT4797011293420070628,179,First,MT4797011293420070628_MT4795711307120170816_2,2007,62.50362396,61.4443402,43.20698547,42.40451526,2.056069374,1.985244547,1.100633264,1.067602041,High
ID4568011472320070706,187,First,ID4568011472320070706_ID4542411459020120730_1,2007,69.48007965,66.29652866,56.19639587,53.41534874,2.430359602,2.065651398,1.579391956,1.333357903,Mixed
ID4568011472320070706,187,First,ID4568011472320070706_ID4542411459020120730_2,2007,68.12450409,65.46355393,55.33913803,52.35762023,2.351721764,1.965061123,1.55730617,1.273750664,Mixed
ID4510511570820070706,187,Second,ID4536811556319870912_ID4510511570820070706_1,2007,76.32670593,73.74364094,65.62718201,62.33654312,3.328710079,2.919387418,2.189891815,1.889559399,Mixed
ID4510511570820070706,187,Second,ID4518411570919890726_ID4510511570820070706_1,2007,69.72637939,67.66567129,57.65563202,56.07590372,2.210376024,2.092822111,1.371791124,1.293291979,High
ID4510511570820070706,187,Second,ID4515511602719940802_ID4510511570820070706_1,2007,68.59418488,67.74042648,58.63415909,58.04443849,2.271365643,2.210128808,1.426113367,1.383441018,High
ID4510511570820070706,187,Second,ID4521611552119940811_ID4510511570820070706_1,2007,81.43399048,78.12711067,72.19573212,68.29015236,3.257031918,2.845233738,2.125070095,1.819563611,Low
ID4510511570820070706,187,Second,ID4521611552119940811_ID4510511570820070706_2,2007,79.42163086,73.83066032,70.13902283,63.32131831,3.363594294,2.722794887,2.170019865,1.737818411,Low
ID4510511570820070706,187,Second,ID4521611552119940811_ID4510511570820070706_3,2007,77.41690063,69.99911789,66.94599152,59.12417515,3.58540535,2.605173253,2.344448566,1.668646541,High
ID4510511570820070706,187,Second,ID4537511565420000714_ID4510511570820070706_1,2007,76.32670593,73.31253133,65.62718201,62.14227305,3.328710079,2.892126403,2.189891815,1.885183098,Mixed
ID4529711473720070730,211,Second,ID4519911475819880824_ID4529711473720070730_1,2007,86.53936768,85.44150988,78.39173126,75.69688548,3.117967129,2.863946112,2.338802814,2.14715409,Low
MT4721611299020070715,196,Second,MT4724011275119880625_MT4721611299020070715_1,2007,70.79556274,70.25169881,57.77209473,57.18005936,2.578351259,2.493875192,1.721112609,1.649904001,High
MT4526911048420070808,220,Second,MT4525511054919910716_MT4526911048420070808_1,2007,75.74246979,73.72490579,55.5348053,53.86376915,2.391620874,2.373595565,1.609761953,1.584494543,High
MT4732811325720070716,197,First,MT4732811325720070716_MT4726811348520170724_1,2007,71.62036896,69.16119811,58.8237915,55.98155204,2.496424675,2.327329719,1.738719106,1.638169225,High
ID4610311477420070724,205,Second,ID4612911474719880811_ID4610311477420070724_1,2007,80.12805939,77.90425051,72.3567276,67.50733569,2.937232256,2.439844678,2.153560638,1.769794587,Mixed
ID4475011554820070717,198,First,ID4475011554820070717_ID4478611547620200826_1,2007,81.01013947,77.59539024,74.22214508,70.66543497,2.490739346,2.325810482,1.746174455,1.604494998,Mixed
ID4475011554820070717,198,Second,ID4448411541019870804_ID4475011554820070717_1,2007,79.99822235,79.61397942,73.05200958,72.58570136,2.472718716,2.408963131,1.755674839,1.705218293,High
ID4475011554820070717,198,Second,ID4484911541919890726_ID4475011554820070717_1,2007,78.99013519,77.14315406,73.1219101,71.01215901,2.465483189,2.368656682,1.707002163,1.632039921,High
ID4475011554820070717,198,Second,ID4475711573919890726_ID4475011554820070717_1,2007,81.46263123,80.31119481,74.74731445,73.61120913,2.860152006,2.648742296,2.042794228,1.903826269,Low
ID4475011554820070717,198,Second,ID4462411561619890726_ID4475011554820070717_1,2007,80.97003937,78.45458357,74.48685455,72.70523464,2.884007215,2.522565398,2.065886736,1.786684096,High
ID4475011554820070717,198,Second,ID4479711558919940808_ID4475011554820070717_1,2007,80.63210297,79.17465877,74.74731445,72.46572226,2.860152006,2.422966754,2.042794228,1.720679053,Mixed
ID4475011554820070717,198,Second,ID4495511537120060806_ID4475011554820070717_1,2007,74.65419006,73.29727532,68.03310394,66.80204109,2.490742445,2.466905522,1.698872089,1.688117217,High
ID4537411488820070616,167,Second,ID4543811494219860812_ID4537411488820070616_1,2007,64.78901672,63.63287504,45.37344742,44.06522794,2.419559479,2.378234451,1.425841928,1.379738595,Low
ID4537411488820070616,167,Second,ID4527011497119880711_ID4537411488820070616_1,2007,63.05540466,62.15955217,45.4695282,44.35159125,1.983542204,1.925473114,1.10956645,1.078027975,Low
ID4537411488820070616,167,Second,ID4538711500819880625_ID4537411488820070616_1,2007,64.78901672,61.86358042,45.37344742,43.0483112,2.419559479,2.131710615,1.425841928,1.218991292,Low
CA4168112341420070710,191,Second,CA4163812338919870830_CA4168112341420070710_1,2007,80.04213715,77.76430805,69.29211426,66.83120251,3.411779165,3.213414521,2.105336189,1.963977231,Low
ID4637411451920070718,199,First,ID4637411451920070718_ID4638111450920170710_1,2007,76.34197998,74.47830628,66.89315033,65.2285753,2.436077833,2.277707174,1.81013298,1.691945229,High
WA4611412144620080712,194,First,WA4611412144620080712_WA4613412137420150811_1,2008,71.77467346,67.87313027,63.71419907,58.79786289,2.285120726,1.865457184,1.269492745,1.085949735,Mixed
CA4134912330820080620,172,First,CA4134912330820080620_CA4143512316220170626_1,2008,74.38665009,68.93227191,64.84440613,59.18128186,2.788097858,2.148351173,1.571302652,1.177985271,Low
CA4134912330820080620,172,Second,CA4141212331619870830_CA4134912330820080620_1,2008,74.7110672,71.30436065,66.2848587,61.62069125,3.227292538,2.734164945,1.864574313,1.541689078,Low
CA4049512341220080620,172,Second,CA4052712339819870830_CA4049512341220080620_1,2008,78.89505005,75.88221746,70.43080139,67.19906543,2.812312603,2.546350067,1.813694,1.649247927,Low
CA4049512341220080620,172,Second,CA4044812339819870830_CA4049512341220080620_1,2008,75.9048996,75.57836319,67.15380096,66.85005761,2.636769056,2.503333509,1.718147039,1.631490878,Low
CA4154112338120080722,204,First,CA4154112338120080722_CA4145212338020170811_1,2008,83.8038559,80.10463541,79.51385498,75.97650421,3.348758936,2.84510877,2.373946905,1.975380905,Low
CA4154112338120080722,204,Second,CA4163812338919870830_CA4154112338120080722_1,2008,82.51548004,80.00845758,79.05835724,76.56693988,3.39400959,2.828771245,2.351378202,1.964001051,Low
CA4154112338120080722,204,Second,CA4163812338919870830_CA4154112338120080722_2,2008,81.81104279,80.16784249,78.28629303,76.76365552,2.790475607,2.630702988,1.977012753,1.853172566,Low
CA4054612266320080621,173,First,CA4054612266320080621_CA4065012263020180723_1,2008,86.60862732,83.21609103,80.62432861,77.01687058,3.722002029,2.859190083,2.547708273,1.946125853,Low
CA4071412316220080621,173,First,CA4071412316220080621_CA4077112312420170831_1,2008,77.60111237,75.669049330000007,69.44034576,67.13944505,2.814276457,2.628234418,1.820976615,1.718866539,Low
CA4009612297920080621,173,First,CA4009612297920080621_CA3966012280920200817_1,2008,82.39128113,78.86161203,74.88938904,70.09695534,2.485745192,2.109393043,1.748108625,1.40179801,Low
CA4018512311920080621,173,First,CA4018512311920080621_CA3966012280920200817_1,2008,72.11762238,68.56012538,63.16171265,59.33537887,2.149604082,2.129602766,1.425940752,1.404923078,Low
CA4083712326320080621,173,First,CA4083712326320080621_CA4091312343720150731_1,2008,74.17903137,71.7752987,65.36226654,62.66410725,2.659864664,2.250986161,1.694173574,1.416707112,Low
CA4161412365820080621,173,Second,CA4162312361019940722_CA4161412365820080621_1,2008,75.88265228,70.37759098,68.81454468,62.52556718,3.012850046,2.514399341,1.869499683,1.588189616,Low
CA4107312329420080621,173,Second,CA4104812343519990823_CA4107312329420080621_1,2008,72.46798706,72.10805716,64.09069824,63.67433713,2.560889482,2.476623064,1.565818906,1.506169568,Low
OR4277912225220080816,229,First,OR4277912225220080816_OR4279812231820170725_1,2008,69.85971832,68.23554008,56.19813538,54.97676773,2.59150815,2.2942447,1.237780571,1.09201472,Low
CA4091712133820080622,174,First,CA4091712133820080622_CA4090112136820140731_1,2008,79.81266785,79.19846161,71.91748047,71.18323132,2.965582609,2.844570996,1.865610242,1.783923194,Low
CA4069812251020080622,174,First,CA4069812251020080622_CA4065012263020180723_1,2008,86.958992,84.36829801,81.34927368,78.27291534,3.984066486,3.441917763,2.777787447,2.352451996,Low
OR4334712249520080817,230,Second,OR4335612252819960813_OR4334712249520080817_1,2008,66.44135284,61.68147329,52.3428688,47.8852713,2.812353134,2.616696508,1.350456238,1.188159249,Mixed
CA4107012343620090702,183,Second,CA4104812343519990823_CA4107012343620090702_1,2009,79.19612122,75.74615354,63.953228,56.5117563,3.133013725,2.790635554,1.866893888,1.593451111,Low
OR4334712281020090728,209,First,OR4334712281020090728_OR4333412278820200908_1,2009,69.75647736,67.80483627,60.84565735,58.71435856,2.901237249,2.782690715,1.72642386,1.634728192,Mixed
OR4492211866720090801,213,Second,OR4493411861819870815_OR4492211866720090801_1,2009,78.89103699,77.47324343,60.99860764,59.88721063,2.557523489,2.519821944,1.570384979,1.52311006,Low
OR4242312371620100813,225,First,OR4242312371620100813_OR4237012386020180716_1,2010,75.6062088,74.19653383,67.21659088,65.63363419,3.320839167,3.232988141,1.679041862,1.626779676,Low
OR4504212118420100818,230,Second,OR4487312131019960810_OR4504212118420100818_1,2010,68.45688629,67.14881649,57.01712418,55.94951432,3.108623266,2.805374159,1.532745004,1.313557432,Low
MT4617911126920120910,254,Second,MT4620711124920000815_MT4617911126920120910_1,2012,94.46155548,93.90034075,86.15626526,85.15604306,2.782335997,2.550325497,1.910313606,1.724973781,Low
ID4444511516620120727,209,First,ID4444511516620120727_ID4451711501920190710_1,2012,78.19960022,77.91288217,66.8499527,65.97916354,2.290000677,2.151140545,1.557120919,1.464130766,Mixed
ID4444511516620120727,209,Second,ID4446211511519980823_ID4444511516620120727_1,2012,79.3624649,77.91659831,65.99057007,65.58724368,2.252593279,2.176636905,1.534951806,1.48407709,High
OR4473312173020120804,217,First,OR4473312173020120804_OR4472312167920200817_1,2012,63.73787308,61.42654952,52.65251541,50.08315188,2.390117407,2.101564124,1.514001727,1.311282413,Mixed
ID4606011473320120728,210,Second,ID4604911480020030821_ID4606011473320120728_1,2012,68.32045746,66.56578693,54.52448273,52.84463304,2.886075258,2.684051914,1.945316315,1.789770443,Low
CA4188812325320120805,218,Second,CA4189812322019870830_CA4188812325320120805_1,2012,90.78684998,87.73867596,80.2702713,75.65693776,4.305116653,3.875056571,2.935821533,2.539445637,Low
OR4211012080120120806,219,Second,CA4192312065019840813_OR4211012080120120806_1,2012,94.14967346,92.5922741,83.76550293,81.79196661,2.921442986,2.866757975,2.27839613,2.233435773,Mixed
ID4542411459020120730,212,Second,ID4537211447019850720_ID4542411459020120730_1,2012,83.0082016,76.44966696,71.56827545,64.7830953,3.618916988,2.781390211,2.4409163,1.794490435,Low
ID4542411459020120730,212,Second,ID4557011468119960723_ID4542411459020120730_1,2012,68.93845367,65.18974187,57.39797974,53.80641605,2.462844372,2.245668429,1.536248803,1.377161604,Low
ID4542411459020120730,212,Second,ID4541611481219980807_ID4542411459020120730_1,2012,76.08791351,73.53717899,63.81533432,61.11348856,3.168735743,2.950867571,2.05487752,1.883617146,Low
ID4542411459020120730,212,Second,ID4536811434319980816_ID4542411459020120730_1,2012,82.26649475,79.63291849,71.26232147,68.24348185,3.4349792,3.123755348,2.311837912,2.054009175,Low
ID4542411459020120730,212,Second,ID4557311483220000731_ID4542411459020120730_1,2012,67.19593048,64.78696097,55.95262146,52.68114775,2.462844372,2.047130785,1.540025949,1.233164784,Mixed
ID4542411459020120730,212,Second,ID4550511424720000817_ID4542411459020120730_1,2012,71.29226685,68.20744538,58.09524536,55.23788824,2.379504442,2.22489633,1.476752996,1.367235083,Mixed
ID4542411459020120730,212,Second,ID4551811500220000731_ID4542411459020120730_1,2012,74.68869019,71.22069013,63.09509659,59.36975913,3.291110516,2.897999718,2.118074656,1.840907707,Low
ID4542411459020120730,212,Second,ID4546811459920000731_ID4542411459020120730_1,2012,71.57064056,70.10342288,60.14627457,58.65819664,2.572167397,2.385498802,1.62963593,1.497410518,Low
ID4542411459020120730,212,Second,ID4546711474120000805_ID4542411459020120730_1,2012,71.90450287,68.14871585,59.83242798,55.9533572,2.566099882,2.209833471,1.596071243,1.340013193,Low
ID4542411459020120730,212,Second,ID4544311453220020804_ID4542411459020120730_1,2012,71.57064056,71.32452839,60.40314102,60.20660832,2.572167397,2.289287602,1.62963593,1.433858178,Mixed
ID4542411459020120730,212,Second,ID4550011471520050801_ID4542411459020120730_1,2012,67.94005585,67.10138568,55.99373627,54.93444735,2.23643446,2.097953143,1.382469416,1.260087872,Mixed
ID4542411459020120730,212,Second,ID4568011472320070706_ID4542411459020120730_1,2012,69.87071228,66.72629201,56.91386414,53.74971122,2.437906265,2.102248624,1.503032446,1.258082907,Mixed
ID4542411459020120730,212,Second,ID4568011472320070706_ID4542411459020120730_2,2012,67.40370178,65.6996635,54.57965851,52.95774983,2.3761096,2.015997691,1.452234983,1.193770209,Mixed
CA3931912270720120707,189,First,CA3931912270720120707_CA3924012311020180727_1,2012,84.22724915,83.37302917,76.71354675,75.15276256,3.765769005,3.214219089,2.275040865,1.912008121,Low
